testname,N,ds,average_comparisons,max_comparisons,average_pointer_operations,max_pointer_operations,average_tree_height,max_tree_height,average_cost,max_cost
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,18,38,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,17,37,17,29,31,52
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,20,20,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,18,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,17,37,17,29,31,52
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,20,20,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,18,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,18,17,36,17,30,31,52
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,20,20,35,18,20,36,54
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,18,39,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,20,20,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,18,39,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,19,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,20,20,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,18,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,19,17,36,17,29,31,52
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,18,39,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,17,37,17,29,31,52
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,18,39,19,20,32,56
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,19,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,18,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,17,37,17,29,31,52
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,18,39,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,19,17,37,17,29,31,52
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,18,39,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,18,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,18,39,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,22,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,18,39,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,19,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,18,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,20,20,35,18,20,36,54
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,18,38,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,21,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,20,21,36,18,21,36,56
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,18,39,19,21,32,56
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,19,17,36,17,29,31,50
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,20,21,35,18,20,36,54
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,18,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,21,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,18,39,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,18,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,18,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,21,17,37,17,29,31,52
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,18,39,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,18,17,37,17,29,31,52
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,18,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,19,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,20,21,35,18,20,36,54
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,18,38,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,23,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,18,39,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,24,17,37,17,29,31,52
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,20,21,35,18,20,36,54
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,18,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,18,17,37,17,29,31,52
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,21,21,36,18,21,36,56
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,21,18,38,19,21,32,56
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",90000,"RBT",15,20,21,35,18,20,36,54
"random_keys_insertion_and_deletion_deletes",90000,"RBT",14,20,18,38,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",90000,"RBT",27,30,35,39,27,30,63,69
"ascending_keys_insertion_and_deletion_deletes",90000,"RBT",14,19,17,36,17,29,31,52
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,18,39,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,17,37,18,30,31,52
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,18,39,19,20,33,56
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,19,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,18,39,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,17,37,18,30,31,52
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,18,38,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,19,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,18,39,18,20,33,56
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,19,17,37,18,30,31,52
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,20,21,36,18,21,36,56
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,18,38,19,21,32,56
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,17,37,18,30,32,52
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,18,38,18,20,33,56
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,19,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,18,39,18,20,33,56
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,23,17,37,18,30,31,55
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,18,38,19,20,32,54
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,22,17,37,18,30,31,52
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,18,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,22,17,37,18,30,31,52
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,18,39,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,17,37,18,30,31,53
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,18,38,19,20,32,56
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,21,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,21,21,36,18,21,36,56
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,21,18,39,19,21,33,56
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,21,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,18,38,19,20,33,54
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,19,17,37,18,30,31,52
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,20,21,36,18,21,36,56
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,21,18,39,19,21,33,56
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,19,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,20,21,35,18,20,36,54
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,18,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,18,39,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,17,37,18,30,31,52
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,18,39,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,17,37,18,30,31,52
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,21,21,36,18,21,36,56
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,18,39,19,21,33,56
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,19,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",100000,"RBT",15,20,21,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",100000,"RBT",14,20,18,39,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",100000,"RBT",27,31,36,40,27,31,63,71
"ascending_keys_insertion_and_deletion_deletes",100000,"RBT",14,21,17,37,17,30,31,52
