testname,N,ds,average_comparisons,max_comparisons,average_pointer_operations,max_pointer_operations,average_tree_height,max_tree_height,average_cost,max_cost
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",39981,159288,39982,159289,39999,79999,79964,318577
"random_keys_insertion_and_deletion_inserts",80000,"BST",19,40,40,81,37,41,60,121
"random_keys_insertion_and_deletion_deletes",80000,"BST",29,62,41,86,37,41,71,143
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",40266,158980,40267,158981,39999,79999,80534,317961
"random_keys_insertion_and_deletion_inserts",80000,"BST",20,39,41,79,36,40,61,118
"random_keys_insertion_and_deletion_deletes",80000,"BST",31,62,41,79,35,40,73,140
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",39838,159490,39839,159491,39999,79999,79677,318981
"random_keys_insertion_and_deletion_inserts",80000,"BST",19,38,39,77,34,39,58,115
"random_keys_insertion_and_deletion_deletes",80000,"BST",29,67,39,79,34,39,68,146
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",39986,159506,39987,159507,39999,79999,79974,319013
"random_keys_insertion_and_deletion_inserts",80000,"BST",19,36,40,73,34,37,60,109
"random_keys_insertion_and_deletion_deletes",80000,"BST",29,57,41,76,33,37,70,128
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",40111,158776,40112,158777,39999,79999,80223,317553
"random_keys_insertion_and_deletion_inserts",80000,"BST",19,38,40,77,34,39,60,115
"random_keys_insertion_and_deletion_deletes",80000,"BST",29,59,40,79,34,39,70,138
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",40088,159186,40089,159187,39999,79999,80178,318373
"random_keys_insertion_and_deletion_inserts",80000,"BST",19,37,39,75,34,38,58,112
"random_keys_insertion_and_deletion_deletes",80000,"BST",28,59,39,78,34,38,68,136
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",39989,158990,39990,158991,39999,79999,79980,317981
"random_keys_insertion_and_deletion_inserts",80000,"BST",19,40,40,81,37,41,60,121
"random_keys_insertion_and_deletion_deletes",80000,"BST",30,62,41,81,36,41,72,142
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",40129,159628,40130,159629,39999,79999,80260,319257
"random_keys_insertion_and_deletion_inserts",80000,"BST",20,41,41,83,37,42,61,124
"random_keys_insertion_and_deletion_deletes",80000,"BST",30,61,41,82,37,42,72,142
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",40056,159114,40057,159115,39999,79999,80113,318229
"random_keys_insertion_and_deletion_inserts",80000,"BST",19,39,39,79,37,40,58,118
"random_keys_insertion_and_deletion_deletes",80000,"BST",28,60,39,81,36,40,67,139
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",40155,158836,40156,158837,39999,79999,80312,317673
"random_keys_insertion_and_deletion_inserts",80000,"BST",20,38,41,77,34,39,61,115
"random_keys_insertion_and_deletion_deletes",80000,"BST",30,59,41,77,35,39,72,136
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",39946,159188,39947,159189,39999,79999,79893,318377
"random_keys_insertion_and_deletion_inserts",80000,"BST",20,41,41,83,37,42,61,124
"random_keys_insertion_and_deletion_deletes",80000,"BST",29,66,41,81,36,42,71,147
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",40181,159562,40182,159563,39999,79999,80363,319125
"random_keys_insertion_and_deletion_inserts",80000,"BST",19,36,39,73,33,37,58,109
"random_keys_insertion_and_deletion_deletes",80000,"BST",29,57,39,78,33,37,69,131
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",40035,159522,40036,159523,39999,79999,80071,319045
"random_keys_insertion_and_deletion_inserts",80000,"BST",20,41,42,83,37,42,63,124
"random_keys_insertion_and_deletion_deletes",80000,"BST",31,63,42,83,36,42,74,144
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",40161,159028,40162,159029,39999,79999,80323,318057
"random_keys_insertion_and_deletion_inserts",80000,"BST",18,37,38,75,34,38,57,112
"random_keys_insertion_and_deletion_deletes",80000,"BST",28,60,39,76,34,38,67,135
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",40042,159154,40043,159155,39999,79999,80085,318309
"random_keys_insertion_and_deletion_inserts",80000,"BST",19,37,40,75,34,38,60,112
"random_keys_insertion_and_deletion_deletes",80000,"BST",29,59,41,81,35,38,70,136
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",40001,158522,40002,158523,39999,79999,80004,317045
"random_keys_insertion_and_deletion_inserts",90000,"BST",19,37,40,75,33,38,59,112
"random_keys_insertion_and_deletion_deletes",90000,"BST",29,60,40,79,34,38,69,131
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",44881,179944,44882,179945,44999,89999,89763,359889
"random_keys_insertion_and_deletion_inserts",90000,"BST",20,41,41,83,36,42,61,124
"random_keys_insertion_and_deletion_deletes",90000,"BST",29,62,41,81,35,42,71,143
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",44995,179492,44996,179493,44999,89999,89991,358985
"random_keys_insertion_and_deletion_inserts",90000,"BST",19,39,39,79,35,40,59,118
"random_keys_insertion_and_deletion_deletes",90000,"BST",29,62,40,80,35,40,69,141
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",44900,178850,44901,178851,44999,89999,89802,357701
"random_keys_insertion_and_deletion_inserts",90000,"BST",18,36,38,73,32,37,57,109
"random_keys_insertion_and_deletion_deletes",90000,"BST",28,57,38,73,33,37,67,128
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",45045,178968,45046,178969,44999,89999,90091,357937
"random_keys_insertion_and_deletion_inserts",90000,"BST",20,39,41,79,36,40,61,118
"random_keys_insertion_and_deletion_deletes",90000,"BST",30,62,41,81,35,40,71,139
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",44929,179188,44930,179189,44999,89999,89860,358377
"random_keys_insertion_and_deletion_inserts",90000,"BST",19,39,40,79,37,40,60,118
"random_keys_insertion_and_deletion_deletes",90000,"BST",30,60,40,80,36,40,71,140
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",44900,179534,44901,179535,44999,89999,89801,359069
"random_keys_insertion_and_deletion_inserts",90000,"BST",19,40,40,81,36,41,60,121
"random_keys_insertion_and_deletion_deletes",90000,"BST",30,64,41,85,35,41,71,144
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",44965,179558,44966,179559,44999,89999,89931,359117
"random_keys_insertion_and_deletion_inserts",90000,"BST",19,37,39,75,33,38,59,112
"random_keys_insertion_and_deletion_deletes",90000,"BST",28,62,40,75,33,38,69,137
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",44968,179376,44969,179377,44999,89999,89937,358753
"random_keys_insertion_and_deletion_inserts",90000,"BST",19,38,39,77,34,39,59,115
"random_keys_insertion_and_deletion_deletes",90000,"BST",28,58,40,81,34,39,69,134
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",45085,178716,45086,178717,44999,89999,90171,357433
"random_keys_insertion_and_deletion_inserts",90000,"BST",20,40,41,81,37,41,62,121
"random_keys_insertion_and_deletion_deletes",90000,"BST",30,62,42,84,37,41,72,143
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",44793,179110,44794,179111,44999,89999,89587,358221
"random_keys_insertion_and_deletion_inserts",90000,"BST",19,40,40,81,35,41,59,121
"random_keys_insertion_and_deletion_deletes",90000,"BST",29,64,40,79,35,41,70,142
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",44903,179256,44904,179257,44999,89999,89808,358513
"random_keys_insertion_and_deletion_inserts",90000,"BST",20,40,42,81,38,41,63,121
"random_keys_insertion_and_deletion_deletes",90000,"BST",31,61,42,90,38,41,73,145
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",45016,179494,45017,179495,44999,89999,90033,358989
"random_keys_insertion_and_deletion_inserts",90000,"BST",19,37,40,75,34,38,59,112
"random_keys_insertion_and_deletion_deletes",90000,"BST",29,57,40,75,34,38,69,132
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",45138,179066,45139,179067,44999,89999,90277,358133
"random_keys_insertion_and_deletion_inserts",90000,"BST",19,37,39,75,34,38,58,112
"random_keys_insertion_and_deletion_deletes",90000,"BST",29,59,39,77,34,38,69,135
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",44931,179098,44932,179099,44999,89999,89864,358197
"random_keys_insertion_and_deletion_inserts",90000,"BST",20,39,41,79,35,40,61,118
"random_keys_insertion_and_deletion_deletes",90000,"BST",29,60,41,85,36,40,71,140
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",44995,179836,44996,179837,44999,89999,89991,359673
"random_keys_insertion_and_deletion_inserts",90000,"BST",19,37,39,75,33,38,58,112
"random_keys_insertion_and_deletion_deletes",90000,"BST",27,61,39,74,32,38,67,135
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",44944,178704,44945,178705,44999,89999,89890,357409
"random_keys_insertion_and_deletion_inserts",90000,"BST",19,39,39,79,35,40,59,118
"random_keys_insertion_and_deletion_deletes",90000,"BST",29,59,40,79,34,40,69,136
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",45012,179166,45013,179167,44999,89999,90026,358333
"random_keys_insertion_and_deletion_inserts",90000,"BST",19,42,40,85,35,43,60,127
"random_keys_insertion_and_deletion_deletes",90000,"BST",30,62,41,81,35,43,71,141
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",45081,179294,45082,179295,44999,89999,90164,358589
"random_keys_insertion_and_deletion_inserts",90000,"BST",19,42,40,85,37,43,59,127
"random_keys_insertion_and_deletion_deletes",90000,"BST",29,62,40,84,37,43,70,145
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",45174,178856,45175,178857,44999,89999,90350,357713
"random_keys_insertion_and_deletion_inserts",90000,"BST",19,36,39,73,33,37,58,109
"random_keys_insertion_and_deletion_deletes",90000,"BST",29,59,39,75,33,37,69,130
"ascending_keys_insertion_and_deletion_inserts",90000,"BST",45000,89999,90001,179999,45001,90000,135001,269998
"ascending_keys_insertion_and_deletion_deletes",90000,"BST",45094,179096,45095,179097,44999,89999,90189,358193
"random_keys_insertion_and_deletion_inserts",100000,"BST",20,36,41,73,33,37,61,109
"random_keys_insertion_and_deletion_deletes",100000,"BST",30,59,41,78,34,37,71,137
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",50039,199496,50040,199497,49999,99999,100080,398993
"random_keys_insertion_and_deletion_inserts",100000,"BST",21,40,43,81,37,41,65,121
"random_keys_insertion_and_deletion_deletes",100000,"BST",32,63,44,87,38,41,77,146
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",50154,199784,50155,199785,49999,99999,100309,399569
"random_keys_insertion_and_deletion_inserts",100000,"BST",19,38,40,77,35,39,60,115
"random_keys_insertion_and_deletion_deletes",100000,"BST",29,60,41,80,34,39,70,138
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",50144,199214,50145,199215,49999,99999,100290,398429
"random_keys_insertion_and_deletion_inserts",100000,"BST",20,38,41,77,35,39,61,115
"random_keys_insertion_and_deletion_deletes",100000,"BST",30,60,41,80,34,39,71,138
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",50069,199234,50070,199235,49999,99999,100140,398469
"random_keys_insertion_and_deletion_inserts",100000,"BST",19,39,39,79,35,40,59,118
"random_keys_insertion_and_deletion_deletes",100000,"BST",29,59,40,77,36,40,69,136
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",49863,199556,49864,199557,49999,99999,99728,399113
"random_keys_insertion_and_deletion_inserts",100000,"BST",20,40,41,81,36,41,61,121
"random_keys_insertion_and_deletion_deletes",100000,"BST",30,65,41,82,36,41,72,146
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",49942,199468,49943,199469,49999,99999,99886,398937
"random_keys_insertion_and_deletion_inserts",100000,"BST",20,40,41,81,36,41,62,121
"random_keys_insertion_and_deletion_deletes",100000,"BST",30,61,42,83,37,41,72,144
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",50114,199382,50115,199383,49999,99999,100229,398765
"random_keys_insertion_and_deletion_inserts",100000,"BST",19,37,40,75,35,38,60,112
"random_keys_insertion_and_deletion_deletes",100000,"BST",30,62,40,79,34,38,70,134
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",50044,199496,50045,199497,49999,99999,100090,398993
"random_keys_insertion_and_deletion_inserts",100000,"BST",20,38,41,77,34,39,61,115
"random_keys_insertion_and_deletion_deletes",100000,"BST",29,58,41,79,35,39,70,135
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",49998,199522,49999,199523,49999,99999,99997,399045
"random_keys_insertion_and_deletion_inserts",100000,"BST",21,41,43,83,38,42,65,124
"random_keys_insertion_and_deletion_deletes",100000,"BST",32,69,44,85,38,42,77,154
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",49936,198312,49937,198313,49999,99999,99873,396625
"random_keys_insertion_and_deletion_inserts",100000,"BST",20,42,42,85,38,43,63,127
"random_keys_insertion_and_deletion_deletes",100000,"BST",31,67,42,85,39,43,73,150
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",50061,199830,50062,199831,49999,99999,100124,399661
"random_keys_insertion_and_deletion_inserts",100000,"BST",19,39,40,79,34,40,60,118
"random_keys_insertion_and_deletion_deletes",100000,"BST",29,59,40,77,35,40,70,133
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",49970,198944,49971,198945,49999,99999,99941,397889
"random_keys_insertion_and_deletion_inserts",100000,"BST",19,39,40,79,36,40,60,118
"random_keys_insertion_and_deletion_deletes",100000,"BST",29,65,41,81,36,40,70,144
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",49965,198870,49966,198871,49999,99999,99931,397741
"random_keys_insertion_and_deletion_inserts",100000,"BST",21,39,43,79,36,40,65,118
"random_keys_insertion_and_deletion_deletes",100000,"BST",32,62,44,85,36,40,76,141
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",49970,199102,49971,199103,49999,99999,99942,398205
"random_keys_insertion_and_deletion_inserts",100000,"BST",20,41,41,83,38,42,61,124
"random_keys_insertion_and_deletion_deletes",100000,"BST",30,66,41,88,38,42,72,150
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",49983,199340,49984,199341,49999,99999,99967,398681
"random_keys_insertion_and_deletion_inserts",100000,"BST",19,40,40,81,36,41,60,121
"random_keys_insertion_and_deletion_deletes",100000,"BST",29,63,41,83,35,41,70,146
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",50028,199640,50029,199641,49999,99999,100057,399281
"random_keys_insertion_and_deletion_inserts",100000,"BST",20,41,42,83,37,42,63,124
"random_keys_insertion_and_deletion_deletes",100000,"BST",31,61,43,83,37,42,74,143
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",50041,199036,50042,199037,49999,99999,100083,398073
"random_keys_insertion_and_deletion_inserts",100000,"BST",20,39,41,79,36,40,61,118
"random_keys_insertion_and_deletion_deletes",100000,"BST",30,61,41,86,35,40,71,140
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",50037,199602,50038,199603,49999,99999,100076,399205
"random_keys_insertion_and_deletion_inserts",100000,"BST",20,41,42,83,38,42,62,124
"random_keys_insertion_and_deletion_deletes",100000,"BST",30,63,42,86,38,42,73,148
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",49998,198546,49999,198547,49999,99999,99997,397093
"random_keys_insertion_and_deletion_inserts",100000,"BST",20,39,41,79,36,40,61,118
"random_keys_insertion_and_deletion_deletes",100000,"BST",29,63,41,79,35,40,71,142
"ascending_keys_insertion_and_deletion_inserts",100000,"BST",50000,99999,100001,199999,50001,100000,150001,299998
"ascending_keys_insertion_and_deletion_deletes",100000,"BST",49967,199322,49968,199323,49999,99999,99935,398645
